Unique ID,ID,Monomer 1,Monomer 2,Orientation,Rot ID,Axis,Angle,Dist.,CCSD(T)/CBS,CCSD(T)/haTZ,CCSD/haTZ,CCSD/CBS,MP2/CBS,MP2/haTZ,MP2/aTZ,MP2/aQZ,HF/haTZ,HF/aTZ,HF/aQZ,SAPT2+/aDZ Elst,SAPT2+/aDZ Exch,SAPT2+ Ind,SAPT2+/aDZ Disp,SAPT2+/aDZ Tot
2511,40,Benzene,Neopentane,,B,z,-30,0.9,-1.3278,-0.99933,-0.05005,-0.37852,-2.13527,-1.8068,-1.90937,-2.04269,4.78597,4.78066,4.77421,-3.7701,10.12445,-1.12919,-6.52601,-1.30086
2512,40,Benzene,Neopentane,,B,z,30,0.9,-1.70607,-1.39317,-0.50944,-0.82235,-2.60347,-2.29056,-2.39453,-2.5167,4.18858,4.18369,4.18042,-3.17313,8.52751,-0.76859,-6.3189,-1.7331
2513,40,Benzene,Neopentane,,B,z,-30,0.95,-1.97699,-1.73659,-0.9896,-1.23,-2.60315,-2.36274,-2.45015,-2.54041,2.75882,2.75444,2.75016,-2.38514,6.13552,-0.7057,-5.06934,-2.02467
2514,40,Benzene,Neopentane,,B,z,30,0.95,-2.09202,-1.84339,-1.1012,-1.34983,-2.82672,-2.57809,-2.66976,-2.7615,2.78958,2.78405,2.78169,-2.18765,5.82103,-0.5589,-5.24498,-2.17049
2515,40,Benzene,Neopentane,,B,z,-30,1,-2.14362,-1.96803,-1.38027,-1.55586,-2.63498,-2.45939,-2.53115,-2.59228,1.53036,1.52789,1.52526,-1.52343,3.68395,-0.44417,-3.94929,-2.23294
2516,40,Benzene,Neopentane,,B,z,30,1,-2.21206,-2.01469,-1.39095,-1.58833,-2.81693,-2.61955,-2.69898,-2.76786,1.83678,1.83161,1.82998,-1.50658,3.95299,-0.40952,-4.36002,-2.32314
2517,40,Benzene,Neopentane,,B,z,-30,1.05,-2.05769,-1.9304,-1.46739,-1.59468,-2.44796,-2.32067,-2.37702,-2.41869,0.80007,0.79975,0.79818,-0.98836,2.19423,-0.28267,-3.08695,-2.16376
2518,40,Benzene,Neopentane,,B,z,30,1.05,-2.17119,-2.01507,-1.49042,-1.64653,-2.67218,-2.51606,-2.58377,-2.63532,1.19279,1.18867,1.18762,-1.03769,2.67204,-0.30314,-3.62983,-2.29862
2519,40,Benzene,Neopentane,,B,z,-30,1.1,-1.85558,-1.76388,-1.39831,-1.49001,-2.16918,-2.07748,-2.1204,-2.14897,0.37589,0.37708,0.37622,-0.65569,1.29707,-0.18257,-2.42179,-1.96298
2520,40,Benzene,Neopentane,,B,z,30,1.1,-2.03962,-1.91669,-1.47486,-1.5978,-2.45719,-2.33426,-2.39111,-2.42957,0.76103,0.75826,0.75765,-0.71596,1.79878,-0.22705,-3.02795,-2.17218
2521,41,Uracil,Pentane,,,,,0.7,51.71141,54.79913,60.10665,57.01893,47.08159,50.16931,49.81553,48.19192,89.87067,89.85299,89.75094,-64.4107,169.66852,-13.2994,-42.4262,49.53223
2522,41,Uracil,Pentane,,,,,0.8,8.70566,10.23003,13.52527,12.0009,6.4309,7.95527,7.68987,6.94382,31.1849,31.16883,31.12568,-23.2139,61.73133,-5.29519,-24.74043,8.48181
2523,41,Uracil,Pentane,,,,,0.9,-3.07945,-2.32886,-0.28111,-1.03171,-4.21147,-3.46087,-3.65014,-3.98068,10.21673,10.20436,10.19008,-8.12788,21.43428,-2.07968,-14.474,-3.24728
2524,41,Uracil,Pentane,,,,,0.95,-4.54821,-4.02035,-2.40803,-2.9359,-5.36205,-4.83419,-4.98911,-5.20782,5.70093,5.69062,5.68326,-4.7724,12.4428,-1.31303,-11.09437,-4.737
2525,41,Uracil,Pentane,,,,,1,-4.80662,-4.4349,-3.16584,-3.53756,-5.40343,-5.03171,-5.15571,-5.30026,3.11209,3.10363,3.10047,-2.79502,7.16209,-0.83919,-8.52516,-4.99728
2526,41,Uracil,Pentane,,,,,1.05,-4.48718,-4.22512,-3.2258,-3.48786,-4.93519,-4.67313,-4.77063,-4.86612,1.64977,1.64279,1.64196,-1.63761,4.09122,-0.54524,-6.57425,-4.66588
2527,41,Uracil,Pentane,,,,,1.1,-3.9372,-3.75157,-2.96362,-3.14926,-4.28194,-4.09631,-4.17227,-4.23556,0.8377,0.83184,0.83211,-0.96335,2.32068,-0.36115,-5.093,-4.09683
2528,41,Uracil,Pentane,,A,y,-30,0.7,59.45361,62.01224,66.03896,63.48034,56.41454,58.97317,58.71211,57.3335,87.5226,87.49482,87.37554,-71.50249,191.07658,-30.17957,-34.23187,55.16265
2529,41,Uracil,Pentane,,A,y,30,0.7,73.14887,75.85667,80.48357,77.77577,69.28307,71.99088,71.72083,70.26956,106.6312,106.6189,106.51948,-60.23734,185.12555,-18.86893,-37.46731,68.55197
2530,41,Uracil,Pentane,,A,y,-30,0.8,10.66348,11.82121,14.09421,12.93648,9.43228,10.59001,10.40219,9.82724,25.75092,25.72281,25.6891,-22.59666,59.07816,-8.39899,-17.34811,10.7344
2531,41,Uracil,Pentane,,A,y,30,0.8,12.84883,14.04636,16.56278,15.36525,11.33443,12.53195,12.33641,11.73983,30.2137,30.19547,30.15444,-18.02834,55.58187,-6.14727,-18.9587,12.44756
2532,41,Uracil,Pentane,,A,y,-30,0.9,-1.29338,-0.76714,0.51076,-0.01548,-1.76331,-1.23707,-1.36448,-1.6043,6.80861,6.79292,6.77099,-6.59495,16.77953,-2.37209,-9.00756,-1.19507
2533,41,Uracil,Pentane,,A,y,30,0.9,-1.3315,-0.81126,0.58571,0.06548,-1.93498,-1.41475,-1.55417,-1.77833,7.8102,7.79547,7.78598,-5.02524,15.49038,-2.06479,-9.83472,-1.43438
2534,41,Uracil,Pentane,,A,y,-30,0.95,-2.61473,-2.26653,-1.30742,-1.65562,-2.91428,-2.56608,-2.66651,-2.8149,3.34208,3.33242,3.32022,-3.52229,8.73268,-1.28013,-6.55244,-2.62218
2535,41,Uracil,Pentane,,A,y,30,0.95,-2.87184,-2.52714,-1.48171,-1.82642,-3.2696,-2.92489,-3.03758,-3.1735,3.81047,3.80023,3.796,-2.60564,8.01328,-1.24405,-7.14597,-2.98239
2536,41,Uracil,Pentane,,A,y,-30,1,-2.82694,-2.5977,-1.8764,-2.10564,-3.02817,-2.79893,-2.87667,-2.96649,1.57329,1.56771,1.56241,-1.88085,4.49249,-0.70251,-4.79975,-2.89062
2537,41,Uracil,Pentane,,A,y,30,1,-3.12856,-2.89933,-2.11463,-2.34385,-3.40303,-3.17381,-3.2618,-3.34425,1.78499,1.7786,1.7767,-1.33798,4.10286,-0.77598,-5.22618,-3.23728
2538,41,Uracil,Pentane,,A,y,-30,1.05,-2.57561,-2.4233,-1.879,-2.0313,-2.71979,-2.56749,-2.62723,-2.68155,0.69673,0.69327,0.69135,-1.00934,2.29075,-0.39404,-3.54272,-2.65535
2539,41,Uracil,Pentane,,A,y,30,1.05,-2.85487,-2.70199,-2.11074,-2.26362,-3.05418,-2.9013,-2.96831,-3.01824,0.783,0.77904,0.77835,-0.68056,2.08286,-0.50191,-3.85185,-2.95147
2540,41,Uracil,Pentane,,A,y,-30,1.1,-2.17676,-2.07364,-1.66086,-1.76398,-2.28677,-2.18366,-2.22942,-2.26275,0.27706,0.27424,0.27384,-0.54767,1.15919,-0.22668,-2.63769,-2.25285
2541,41,Uracil,Pentane,,A,y,30,1.1,-2.41297,-2.31028,-1.86263,-1.96532,-2.56469,-2.46201,-2.51226,-2.54262,0.30202,0.29944,0.29933,-0.34204,1.04986,-0.3364,-2.86551,-2.49408
2542,41,Uracil,Pentane,,A,z,-30,0.7,42.97016,45.17266,49.38817,47.18567,39.46095,41.66345,41.41201,40.25624,72.22245,72.21302,72.1471,-51.07441,141.25469,-16.95463,-32.58574,40.63992
2543,41,Uracil,Pentane,,A,z,30,0.7,39.90972,42.22719,46.04285,43.72538,37.05645,39.37392,39.10347,37.892,67.04613,67.0189,66.95245,-55.33411,139.76008,-14.28723,-30.89907,39.23967
2544,41,Uracil,Pentane,,A,z,-30,0.8,7.50629,8.52151,10.94436,9.92914,5.89978,6.915,6.73479,6.24269,23.54427,23.53795,23.51576,-16.9035,47.15915,-5.54366,-17.28718,7.42481
2545,41,Uracil,Pentane,,A,z,30,0.8,7.01834,8.13379,10.35654,9.24108,5.8331,6.94856,6.76333,6.20794,21.94585,21.9274,21.88567,-19.72394,49.76753,-5.73539,-16.74542,7.56279
2546,41,Uracil,Pentane,,A,z,-30,0.9,-1.66735,-1.19752,0.19216,-0.27766,-2.42177,-1.95195,-2.07944,-2.28164,7.13994,7.1336,7.12343,-5.27744,14.73962,-1.82105,-9.36578,-1.72465
2547,41,Uracil,Pentane,,A,z,30,0.9,-1.90585,-1.38966,-0.12258,-0.63877,-2.36323,-1.84704,-1.97055,-2.20579,6.17497,6.16522,6.14573,-6.40522,15.75315,-2.14289,-8.96857,-1.76352
2548,41,Uracil,Pentane,,A,z,-30,0.95,-2.72575,-2.40555,-1.35242,-1.67262,-3.2589,-2.9387,-3.04214,-3.17006,3.82473,3.81897,3.8128,-2.91445,8.0911,-1.06375,-6.94836,-2.83547
2549,41,Uracil,Pentane,,A,z,30,0.95,-2.9153,-2.57117,-1.61844,-1.96257,-3.20204,-2.85791,-2.95683,-3.10269,3.02507,3.01885,3.00914,-3.57671,8.53094,-1.30402,-6.57066,-2.92045
2550,41,Uracil,Pentane,,A,z,-30,1,-2.88755,-2.66952,-1.86993,-2.08796,-3.27522,-3.0572,-3.13821,-3.21883,2.00482,2.00047,1.99712,-1.60245,4.40192,-0.63469,-5.18404,-3.01925
2551,41,Uracil,Pentane,,A,z,30,1,-3.01852,-2.79095,-2.07467,-2.30223,-3.20484,-2.97727,-3.05413,-3.14298,1.35972,1.35613,1.35206,-1.99059,4.5269,-0.79958,-4.82942,-3.09269
2552,41,Uracil,Pentane,,A,z,-30,1.05,-2.65223,-2.50364,-1.89461,-2.0432,-2.94266,-2.79407,-2.85562,-2.9066,1.02231,1.01963,1.01807,-0.8788,2.37769,-0.38851,-3.89286,-2.78248
2553,41,Uracil,Pentane,,A,z,30,1.05,-2.72398,-2.5737,-2.03425,-2.18453,-2.85209,-2.70181,-2.76021,-2.81388,0.5182,0.51583,0.51454,-1.11595,2.36127,-0.49623,-3.56583,-2.81674
2554,41,Uracil,Pentane,,A,z,-30,1.1,-2.27735,-2.17585,-1.70986,-1.81136,-2.50115,-2.39965,-2.44548,-2.4779,0.50159,0.50024,0.49969,-0.48132,1.27634,-0.24485,-2.94393,-2.39377
2555,41,Uracil,Pentane,,A,z,30,1.1,-2.3,-2.19975,-1.79211,-1.89235,-2.39412,-2.29387,-2.33808,-2.37049,0.11681,0.11449,0.11446,-0.63884,1.21312,-0.31279,-2.65018,-2.38869
2556,41,Uracil,Pentane,,B,y,-30,0.7,62.54395,64.79483,68.63962,66.38874,59.63734,61.88823,61.67621,60.45598,89.45425,89.44417,89.34578,-54.47914,159.45906,-17.02518,-30.43834,57.5164
2557,41,Uracil,Pentane,,B,y,30,0.7,65.846,68.22255,71.92222,69.54566,62.62842,65.00498,64.7828,63.48668,93.022,93.00771,92.88771,-60.9904,175.05581,-23.19364,-32.34189,58.52987
2558,41,Uracil,Pentane,,B,y,-30,0.8,10.73754,11.62326,13.58167,12.69595,9.65162,10.53735,10.40277,9.95757,23.9252,23.92235,23.89641,-14.84796,43.37984,-3.88081,-14.37619,10.27488
2559,41,Uracil,Pentane,,B,y,30,0.8,11.4166,12.35528,14.25661,13.31793,10.25769,11.19637,11.05519,10.58182,24.66822,24.6594,24.6302,-16.94163,47.64046,-5.16571,-14.92691,10.60621
2560,41,Uracil,Pentane,,B,y,-30,0.9,-0.69175,-0.35422,0.66866,0.33112,-1.10742,-0.76988,-0.85245,-1.00212,5.85505,5.85326,5.84788,-3.58163,10.66775,-0.9078,-7.0018,-0.82347
2561,41,Uracil,Pentane,,B,y,30,0.9,-0.82542,-0.46041,0.5499,0.18489,-1.27059,-0.90559,-0.99339,-1.15692,5.75696,5.75099,5.74324,-4.37957,11.85367,-1.27031,-7.20311,-0.99932
2562,41,Uracil,Pentane,,B,y,-30,0.95,-1.82766,-1.61739,-0.87408,-1.08435,-2.09879,-1.88852,-1.95236,-2.03802,2.82413,2.82186,2.81949,-1.69094,5.13214,-0.45287,-4.93801,-1.94969
2563,41,Uracil,Pentane,,B,y,30,0.95,-2.07972,-1.85003,-1.11164,-1.34133,-2.37142,-2.14173,-2.20984,-2.30494,2.59286,2.58788,2.58389,-2.22563,5.74865,-0.67049,-5.07331,-2.22079
2564,41,Uracil,Pentane,,B,y,-30,1,-1.98123,-1.84959,-1.30735,-1.43899,-2.16754,-2.0359,-2.08403,-2.13267,1.34857,1.34655,1.3457,-0.77256,2.42779,-0.23452,-3.51117,-2.09046
2565,41,Uracil,Pentane,,B,y,30,1,-2.26662,-2.12232,-1.58164,-1.72595,-2.46759,-2.32328,-2.37433,-2.42894,1.07052,1.0672,1.06556,-1.14975,2.74424,-0.37412,-3.60616,-2.3858
2566,41,Uracil,Pentane,,B,y,-30,1.05,-1.76075,-1.67765,-1.28008,-1.36318,-1.8958,-1.8127,-1.84805,-1.87572,0.64421,0.64285,0.64269,-0.33487,1.13212,-0.12746,-2.52012,-1.85033
2567,41,Uracil,Pentane,,B,y,30,1.05,-2.03696,-1.94625,-1.54902,-1.63973,-2.18281,-2.09209,-2.12933,-2.16043,0.3649,0.36318,0.36275,-0.61456,1.29243,-0.2214,-2.58904,-2.13256
2568,41,Uracil,Pentane,,B,y,-30,1.1,-1.44131,-1.38806,-1.09464,-1.14789,-1.54379,-1.49054,-1.51629,-1.53214,0.31392,0.31314,0.31326,-0.1304,0.52141,-0.07297,-1.82935,-1.51131
2569,41,Uracil,Pentane,,B,y,30,1.1,-1.69044,-1.6328,-1.33941,-1.39705,-1.80121,-1.74357,-1.7706,-1.78828,0.05486,0.05403,0.05408,-0.34747,0.60138,-0.13832,-1.87987,-1.76426
2570,41,Uracil,Pentane,,B,z,-30,0.7,52.91384,55.09505,59.20749,57.02629,49.58388,51.76509,51.52703,50.37057,81.56852,81.55705,81.47863,-52.82161,147.44854,-13.49321,-31.58947,49.54424
2571,41,Uracil,Pentane,,B,z,30,0.7,36.44872,38.50417,42.35428,40.29883,33.35233,35.40778,35.12771,34.0782,64.2551,64.24447,64.18968,-42.25128,116.85409,-9.3869,-31.38425,33.83166
2572,41,Uracil,Pentane,,B,z,-30,0.8,9.09224,10.04051,12.32947,11.3812,7.74764,8.6959,8.5303,8.07049,24.30101,24.28974,24.27236,-15.73293,44.7701,-3.81826,-16.4441,8.77482
2573,41,Uracil,Pentane,,B,z,30,0.8,6.45762,7.44042,9.80057,8.81778,5.01901,6.00181,5.80215,5.33779,22.45762,22.44573,22.41821,-14.74188,41.9439,-3.66792,-17.71841,5.8157
2574,41,Uracil,Pentane,,B,z,-30,0.9,-1.37988,-0.95895,0.34622,-0.07471,-1.94676,-1.52583,-1.63841,-1.82063,6.8801,6.87076,6.86139,-4.41239,12.89748,-1.15924,-8.84499,-1.51914
2575,41,Uracil,Pentane,,B,z,30,0.9,-1.86601,-1.40825,0.02378,-0.43397,-2.53756,-2.0798,-2.21478,-2.4068,7.32133,7.31319,7.30035,-4.73747,13.90947,-1.37023,-10.01404,-2.21226
2576,41,Uracil,Pentane,,B,z,-30,0.95,-2.53313,-2.25455,-1.26488,-1.54346,-2.91941,-2.64083,-2.7305,-2.84182,3.6019,3.59472,3.58974,-2.28593,6.81025,-0.66353,-6.54389,-2.6831
2577,41,Uracil,Pentane,,B,z,30,0.95,-2.88484,-2.57833,-1.46591,-1.77242,-3.35581,-3.0493,-3.15544,-3.2744,4.0868,4.08224,4.07484,-2.60496,7.81962,-0.84316,-7.54799,-3.17649
2578,41,Uracil,Pentane,,B,z,-30,1,-2.71522,-2.53037,-1.77802,-1.96287,-2.99063,-2.80578,-2.87544,-2.94294,1.86865,1.86367,1.86152,-1.16212,3.56581,-0.39295,-4.87112,-2.86037
2579,41,Uracil,Pentane,,B,z,30,1,-3.05192,-2.84847,-1.98505,-2.18849,-3.39193,-3.18848,-3.26978,-3.34208,2.25122,2.2498,2.24582,-1.39941,4.33808,-0.52715,-5.70757,-3.29605
2580,41,Uracil,Pentane,,B,z,-30,1.05,-2.48603,-2.36205,-1.78821,-1.91219,-2.69175,-2.56777,-2.6209,-2.66215,0.96235,0.959,0.95832,-0.57534,1.85343,-0.24171,-3.65117,-2.61479
2581,41,Uracil,Pentane,,B,z,30,1.05,-2.82332,-2.68806,-2.01779,-2.15305,-3.07711,-2.94184,-3.00375,-3.04704,1.22563,1.226,1.22392,-0.73049,2.37807,-0.33716,-4.33543,-3.02501
2582,41,Uracil,Pentane,,B,z,-30,1.1,-2.12123,-2.0366,-1.59697,-1.6816,-2.28136,-2.19673,-2.23689,-2.26261,0.49311,0.49068,0.49065,-0.27313,0.95678,-0.15473,-2.75911,-2.2302
2583,41,Uracil,Pentane,,B,z,30,1.1,-2.44602,-2.35498,-1.83396,-1.925,-2.64192,-2.55088,-2.59834,-2.62399,0.66042,0.66127,0.6602,-0.3668,1.28933,-0.22189,-3.31197,-2.61132
2584,42,Uracil,Cyclopentane,,,,,0.7,61.09829,64.21986,69.48337,66.3618,55.87268,58.99425,58.68561,57.02361,99.33572,99.32114,99.23634,-70.7211,187.3079,-15.71411,-42.80377,58.06892
2585,42,Uracil,Cyclopentane,,,,,0.8,10.96199,12.40529,15.56432,14.12102,8.54916,9.99246,9.76632,9.04828,32.55868,32.54444,32.51038,-23.42218,63.16333,-5.23595,-23.7232,10.78201
2586,42,Uracil,Cyclopentane,,,,,0.9,-2.21792,-1.55018,0.34312,-0.32461,-3.35118,-2.68344,-2.843,-3.14262,10.012,10.00134,9.98752,-7.43623,20.11025,-1.76206,-13.27847,-2.36651
2587,42,Uracil,Cyclopentane,,,,,0.95,-3.80401,-3.35074,-1.88741,-2.34067,-4.59931,-4.14604,-4.27502,-4.46567,5.42269,5.41454,5.40703,-4.14541,11.15248,-1.03496,-9.967,-3.99489
2588,42,Uracil,Cyclopentane,,,,,1,-4.09544,-3.78808,-2.65739,-2.96476,-4.66708,-4.35971,-4.46114,-4.58175,2.88594,2.88003,2.87636,-2.30153,6.12751,-0.61787,-7.50684,-4.29873
2589,42,Uracil,Cyclopentane,,,,,1.05,-3.80026,-3.59162,-2.71731,-2.92595,-4.22246,-4.01382,-4.0917,-4.16798,1.50333,1.49909,1.49747,-1.27722,3.33938,-0.37686,-5.67909,-3.99379
2590,42,Uracil,Cyclopentane,,,,,1.1,-3.2891,-3.14669,-2.46932,-2.61173,-3.60975,-3.46734,-3.52634,-3.57484,0.76039,0.7572,0.75652,-0.7121,1.80661,-0.23582,-4.32075,-3.46206
2591,42,Uracil,Cyclopentane,,A,y,-30,0.7,70.27587,73.04389,77.60834,74.84032,66.14895,68.91697,68.67435,67.17467,102.81552,102.80391,102.70986,-73.69768,196.35594,-18.56715,-35.27964,68.81147
2592,42,Uracil,Cyclopentane,,A,y,30,0.7,58.91406,61.22459,65.17145,62.86092,55.54252,57.85305,57.6282,56.3973,86.56901,86.55062,86.49108,-66.56633,174.63044,-20.17505,-32.15256,55.73649
2593,42,Uracil,Cyclopentane,,A,y,-30,0.8,12.86169,14.02365,16.40409,15.24213,11.181,12.34296,12.18671,11.58831,29.02372,29.01555,28.97531,-21.12484,57.95953,-5.78049,-17.39754,13.65667
2594,42,Uracil,Cyclopentane,,A,y,30,0.8,10.35046,11.34828,13.52785,12.53003,9.00925,10.00707,9.85828,9.35751,24.71654,24.69984,24.67633,-20.19328,52.75389,-6.05169,-16.05279,10.45612
2595,42,Uracil,Cyclopentane,,A,y,-30,0.9,-0.93043,-0.45138,0.81301,0.33395,-1.59383,-1.11477,-1.21478,-1.4404,7.14059,7.13655,7.12117,-5.60993,15.3704,-1.80727,-8.69796,-0.74476
2596,42,Uracil,Cyclopentane,,A,y,30,0.9,-1.20082,-0.77352,0.41873,-0.00857,-1.70398,-1.27669,-1.37511,-1.57304,6.24087,6.23127,6.21276,-5.62446,14.36732,-1.789,-8.16418,-1.21033
2597,42,Uracil,Cyclopentane,,A,y,-30,0.95,-2.39958,-2.0949,-1.17146,-1.47613,-2.82699,-2.52231,-2.60104,-2.73462,3.33239,3.33079,3.32379,-2.85164,7.66607,-1.03026,-6.18952,-2.40536
2598,42,Uracil,Cyclopentane,,A,y,30,0.95,-2.40696,-2.13382,-1.25273,-1.52587,-2.72491,-2.45177,-2.52898,-2.64635,2.96735,2.96185,2.95213,-2.93031,7.28724,-0.99206,-5.87184,-2.50697
2599,42,Uracil,Cyclopentane,,A,y,-30,1,-2.63258,-2.43988,-1.76393,-1.95662,-2.91864,-2.72595,-2.78624,-2.86389,1.46195,1.46184,1.45922,-1.45114,3.76184,-0.60038,-4.43045,-2.72013
2600,42,Uracil,Cyclopentane,,A,y,30,1,-2.56636,-2.39256,-1.74033,-1.91413,-2.77787,-2.60407,-2.66277,-2.73115,1.33603,1.33349,1.32913,-1.52906,3.64807,-0.56474,-4.25278,-2.69851
2601,42,Uracil,Cyclopentane,,A,y,-30,1.05,-2.37426,-2.25193,-1.7552,-1.87753,-2.57498,-2.45265,-2.4981,-2.54282,0.57421,0.57404,0.57338,-0.74923,1.82098,-0.3585,-3.19496,-2.4817
2602,42,Uracil,Cyclopentane,,A,y,30,1.05,-2.3071,-2.1956,-1.71107,-1.82257,-2.45705,-2.34554,-2.38925,-2.4292,0.54787,0.54662,0.54484,-0.8074,1.80831,-0.33188,-3.10321,-2.43417
2603,42,Uracil,Cyclopentane,,A,y,-30,1.1,-1.97424,-1.89525,-1.52813,-1.60712,-2.12195,-2.04296,-2.07717,-2.10304,0.17032,0.16918,0.16922,-0.40039,0.87074,-0.21992,-2.32504,-2.07461
2604,42,Uracil,Cyclopentane,,A,y,30,1.1,-1.92694,-1.85416,-1.49224,-1.56501,-2.03989,-1.96712,-1.99959,-2.02311,0.18089,0.17961,0.1791,-0.43771,0.88873,-0.20176,-2.28457,-2.03531
2605,42,Uracil,Cyclopentane,,A,z,-30,0.7,54.19503,56.41283,60.37531,58.15751,49.854,52.0718,51.85575,50.66792,82.44408,82.43684,82.36438,-59.82257,162.59917,-21.24348,-32.35505,49.17808
2606,42,Uracil,Cyclopentane,,A,z,30,0.7,60.62092,63.66848,68.46387,65.41631,56.50125,59.54882,59.27449,57.61781,94.91115,94.89509,94.7685,-67.16365,183.6523,-19.76078,-39.55613,57.17174
2607,42,Uracil,Cyclopentane,,A,z,-30,0.8,9.7137,10.62797,12.77108,11.85681,7.95885,8.87312,8.7317,8.27716,24.25548,24.24603,24.22769,-17.38676,47.78741,-5.35112,-15.85352,9.19602
2608,42,Uracil,Cyclopentane,,A,z,30,0.8,10.81734,12.18907,14.95049,13.57875,9.22515,10.59688,10.3977,9.69638,29.45054,29.43323,29.37765,-21.39567,59.98262,-6.86944,-20.9103,10.80721
2609,42,Uracil,Cyclopentane,,A,z,-30,0.9,-0.99649,-0.61472,0.56186,0.18008,-1.75073,-1.36896,-1.46184,-1.63227,6.56245,6.55467,6.54658,-4.77927,13.12354,-1.41953,-8.07845,-1.15371
2610,42,Uracil,Cyclopentane,,A,z,30,0.9,-1.75609,-1.14985,0.43215,-0.17409,-2.33953,-1.73329,-1.88147,-2.15248,8.33647,8.32196,8.30727,-6.39999,18.02529,-2.24474,-11.11195,-1.73139
2611,42,Uracil,Cyclopentane,,A,z,-30,0.95,-2.1733,-1.92656,-1.05277,-1.29951,-2.68799,-2.44125,-2.51331,-2.61627,3.30608,3.30138,3.2967,-2.48074,6.74418,-0.75835,-5.83233,-2.32724
2612,42,Uracil,Cyclopentane,,A,z,30,0.95,-3.15982,-2.75622,-1.56104,-1.96464,-3.51923,-3.11563,-3.23943,-3.40376,4.28686,4.27478,4.26869,-3.4416,9.63751,-1.27248,-8.12768,-3.20425
2613,42,Uracil,Cyclopentane,,A,z,-30,1,-2.3721,-2.21313,-1.56282,-1.72178,-2.73508,-2.57612,-2.62967,-2.69166,1.62024,1.61873,1.61625,-1.28702,3.4316,-0.42093,-4.24155,-2.51791
2614,42,Uracil,Cyclopentane,,A,z,30,1,-3.36461,-3.09403,-2.191,-2.46158,-3.59512,-3.32454,-3.42477,-3.5242,2.15051,2.14049,2.13825,-1.83878,5.08498,-0.72223,-5.96659,-3.44261
2615,42,Uracil,Cyclopentane,,A,z,-30,1.05,-2.16469,-2.06311,-1.57745,-1.67904,-2.42959,-2.328,-2.36655,-2.4035,0.76294,0.76354,0.76235,-0.67201,1.73224,-0.24522,-3.10995,-2.29494
2616,42,Uracil,Cyclopentane,,A,z,30,1.05,-3.05875,-2.87535,-2.19202,-2.37541,-3.21563,-3.03223,-3.11101,-3.17184,1.04708,1.03851,1.0377,-0.98215,2.65209,-0.41232,-4.40366,-3.14604
2617,42,Uracil,Cyclopentane,,A,z,-30,1.1,-1.8291,-1.76383,-1.39936,-1.46462,-2.0285,-1.96324,-1.99063,-2.01275,0.33569,0.3371,0.33657,-0.35659,0.86876,-0.15051,-2.30118,-1.93951
2618,42,Uracil,Cyclopentane,,A,z,30,1.1,-2.58705,-2.46149,-1.94281,-2.06837,-2.70144,-2.57588,-2.63609,-2.67405,0.48889,0.48155,0.48114,-0.52885,1.36904,-0.23805,-3.27263,-2.67049
2619,42,Uracil,Cyclopentane,,B,y,-30,0.7,63.94299,66.42629,70.83087,68.34757,59.63078,62.11409,61.89595,60.53671,95.34138,95.33693,95.21914,-62.71561,181.2777,-24.74861,-36.32409,57.48939
2620,42,Uracil,Cyclopentane,,B,y,30,0.7,55.7228,58.01208,62.40362,60.11434,51.7834,54.07269,53.83618,52.61547,86.23455,86.23356,86.15309,-55.39334,156.35995,-14.81911,-33.89941,52.24808
2621,42,Uracil,Cyclopentane,,B,y,-30,0.8,11.5951,12.59491,14.98285,13.98303,9.84641,10.84622,10.70035,10.19838,27.69261,27.68771,27.66807,-17.60746,52.55834,-6.38834,-17.70509,10.85745
2622,42,Uracil,Cyclopentane,,B,y,30,0.8,9.92755,10.91604,13.35186,12.36337,8.24759,9.23608,9.07258,8.5868,26.09169,26.08371,26.06277,-16.94403,48.37537,-4.29357,-17.47167,9.6661
2623,42,Uracil,Cyclopentane,,B,y,-30,0.9,-0.84225,-0.44165,0.86886,0.46826,-1.5606,-1.16,-1.25715,-1.43422,7.49437,7.48947,7.48559,-4.48565,14.07453,-1.63429,-8.96583,-1.01125
2624,42,Uracil,Cyclopentane,,B,y,30,0.9,-1.25602,-0.8223,0.54966,0.11594,-1.98571,-1.55198,-1.6647,-1.85521,7.40448,7.39452,7.38284,-4.84082,13.99769,-1.2611,-9.26614,-1.37038
2625,42,Uracil,Cyclopentane,,B,y,-30,0.95,-2.20432,-1.94825,-0.97655,-1.23262,-2.67935,-2.42328,-2.49992,-2.6047,3.82957,3.82522,3.82273,-2.18325,7.10781,-0.83376,-6.44424,-2.35344
2626,42,Uracil,Cyclopentane,,B,y,30,0.95,-2.51389,-2.22833,-1.19549,-1.48105,-3.01204,-2.72649,-2.8156,-2.93236,3.8637,3.85602,3.84846,-2.54328,7.3812,-0.69372,-6.80346,-2.65926
2627,42,Uracil,Cyclopentane,,B,y,-30,1,-2.44543,-2.28188,-1.56052,-1.72407,-2.77046,-2.60691,-2.66502,-2.72658,1.94334,1.94028,1.93886,-1.03084,3.54214,-0.43201,-4.6637,-2.58441
2628,42,Uracil,Cyclopentane,,B,y,30,1,-2.73171,-2.54587,-1.76631,-1.95214,-3.08416,-2.89833,-2.96535,-3.03593,1.98932,1.98484,1.98035,-1.3241,3.85272,-0.38906,-5.02747,-2.88791
